Taxon_Name	Rank	Rank_Name	Rank_Priority	NCBI_TaxID	Confidence	Priority	Description	In_Both	In_RVDB	In_NCBI	RVDB_Reads_Direct	RVDB_Reads_Total	RVDB_Percent	NCBI_Reads_Direct	NCBI_Reads_Total	NCBI_Percent	Max_Direct_Reads	Max_Percent	Avg_Percent
Murine astrovirus	S	Species	8	1141625	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	9	9	0.0	9	0.0	0.0
Hainan mamastrovirus	S	Species	8	2933223	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	9	9	0.0	0	0	0.0	9	0.0	0.0
Cressdnaviricota sp.	S	Species	8	2748378	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	9	9	0.0	0	0	0.0	9	0.0	0.0
Ossirvirus eru	S	Species	8	3431518	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	8	8	0.0	0	0	0.0	8	0.0	0.0
Sopazas virus	S	Species	8	3131675	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	8	8	0.0	0	0	0.0	8	0.0	0.0
Armillaria borealis mitovirus 1	S	Species	8	3031847	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	8	8	0.0	0	0	0.0	8	0.0	0.0
Chronawarn virus	S	Species	8	3129829	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	8	8	0.0	0	0	0.0	8	0.0	0.0
Catovirus CTV1	S	Species	8	1977631	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	7	7	0.0	0	0	0.0	7	0.0	0.0
Shahe hepe-like virus 2	S	Species	8	1923416	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	7	7	0.0	7	0.0	0.0
Canine astrovirus	S	Species	8	1157338	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	7	7	0.0	2	2	0.0	7	0.0	0.0
Virus NIOZ-UU157	S	Species	8	2763269	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	7	7	0.0	0	0	0.0	7	0.0	0.0
Chronawust virus	S	Species	8	3129990	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	7	7	0.0	0	0	0.0	7	0.0	0.0
Torovirus sp.	S	Species	8	2529475	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	6	6	0.0	0	0	0.0	6	0.0	0.0
Ripaster virus	S	Species	8	3131287	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	6	6	0.0	0	0	0.0	6	0.0	0.0
Sopabow virus	S	Species	8	3131732	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	6	6	0.0	0	0	0.0	6	0.0	0.0
Pandoravirus kuranda	S	Species	8	3019033	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	6	6	0.0	0	0	0.0	6	0.0	0.0
Totiviridae sp.	S	Species	8	1955172	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	6	6	0.0	0	0	0.0	6	0.0	0.0
Virus sp. Punuivirus latens	S	Species	8	3412679	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	6	6	0.0	0	0	0.0	6	0.0	0.0
Armadillidium vulgare clopovirus	S	Species	8	2984284	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	6	6	0.0	0	0	0.0	6	0.0	0.0
Ripolox virus	S	Species	8	3130829	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	6	6	0.0	0	0	0.0	6	0.0	0.0
Gossypium raimondii	S	Species	8	29730	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	6	6	0.0	0	0	0.0	6	0.0	0.0
Lymphocryptovirus humangamma4	S	Species	8	3050299	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	5	35	0.0	0	0	0.0	5	0.0	0.0
Virus Rctr197k	S	Species	8	1924548	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	5	5	0.0	0	0	0.0	5	0.0	0.0
Ripasum virus	S	Species	8	3131358	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	5	5	0.0	0	0	0.0	5	0.0	0.0
Gordonia phage GMA1	S	Species	8	1647470	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	5	5	0.0	5	0.0	0.0
Bat adeno-associated virus 1	S	Species	8	3128228	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	5	5	0.0	0	0	0.0	5	0.0	0.0
Leishmania braziliensis leishbuvirus 1	S	Species	8	3398440	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	5	5	0.0	0	0	0.0	5	0.0	0.0
Rhizoctonia solani mitovirus 40	S	Species	8	2818416	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	5	5	0.0	0	0	0.0	5	0.0	0.0
Pandoravirus neocaledonia	S	Species	8	2107708	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	5	5	0.0	5	0.0	0.0
Chrocasess virus	S	Species	8	3129583	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Adenovirus sp.	S	Species	8	1967472	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Ripotrun virus	S	Species	8	3131324	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Ripablyc virus	S	Species	8	3130031	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Beijing sediment noda-like virus 6	S	Species	8	2824388	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Adoxophyes orana nucleopolyhedrovirus	S	Species	8	542343	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
Otarine picobirnavirus	S	Species	8	1187973	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	1	1	0.0	4	4	0.0	4	0.0	0.0
Apis mellifera filamentous virus	S	Species	8	1100043	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Encarsia formosa filamentous virus	S	Species	8	3043342	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Harvfovirus sp.	S	Species	8	2487768	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Ripathix virus	S	Species	8	3131440	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Alphabaculovirus bomori	S	Species	8	3047695	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Rhizopus microsporus endornavirus 1	S	Species	8	2918177	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Triticum monococcum	S	Species	8	4568	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Polymycoviridae sp.	S	Species	8	2809687	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Dependoparvovirus primate1	S	Species	8	1511891	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	19	0.0	0	0	0.0	4	0.0	0.0
Cervid alphaherpesvirus 4	S	Species	8	2599603	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Noumeavirus	S	Species	8	1955558	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Erwinia phage vB_EamM_Caitlin	S	Species	8	1883379	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Oceanusvirus sp.	S	Species	8	3045048	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Phyllostachys edulis	S	Species	8	38705	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Canine bocavirus	S	Species	8	1108949	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Kobuvirus bejaponia	S	Species	8	194965	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	1095	0.04	0	0	0.0	3	0.04	0.04
Simian bocavirus	S	Species	8	2042693	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Smacoviridae sp.	S	Species	8	2715094	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Medusavirus sp. 'euryale'	S	Species	8	3349365	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Lates calcarifer herpesvirus	S	Species	8	2497408	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Human papillomavirus	S	Species	8	10566	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Betanudivirus hezeae	S	Species	8	3052000	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	4	0.0	3	0.0	0.0
Ripathoq virus	S	Species	8	3131444	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Mamastrovirus sp.	S	Species	8	1912147	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Bocaparvovirus primate1	S	Species	8	3052040	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	14	0.0	0	0	0.0	3	0.0	0.0
Satepeofons virus	S	Species	8	3072219	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Tubulavirales sp.	S	Species	8	2833306	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Qianjiang picorna-like virus 16	S	Species	8	3348740	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Pandoravirus quercus	S	Species	8	2107709	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Sopazor virus	S	Species	8	3131683	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Chrysochromulina ericina virus	S	Species	8	455364	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Pandoravirus japonicus	S	Species	8	2823154	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Chrocagosk virus	S	Species	8	3129397	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Mycobacterium phage Alsfro	S	Species	8	1458724	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Plasmavirus L2	S	Species	8	46014	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Chrocapant virus	S	Species	8	3129518	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Sopitak virus	S	Species	8	3131759	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Mythimna unipuncta nucleopolyhedrovirus	S	Species	8	447897	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Canine kobuvirus	S	Species	8	1836608	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	3	3	0.0	3	3	0.0	3	0.0	0.0
Disporopsis pernyi associated partitivirus	S	Species	8	3409755	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Torque teno midi virus	S	Species	8	432261	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Dicistroviridae sp.	S	Species	8	1955144	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Ripaglin virus	S	Species	8	3130434	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Huchismacovirus sp.	S	Species	8	2809473	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Lagomorph hepacivirus	S	Species	8	3138818	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Metapenaeus joyneri majanivirus	S	Species	8	2984280	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Rhesus macaque picobirnavirus	S	Species	8	2575833	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Bovine picobirnavirus	S	Species	8	1977295	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Bopivirus sp.	S	Species	8	2804202	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Sopajir virus	S	Species	8	3131891	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Chrocahess virus	S	Species	8	3129527	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
TTV-like mini virus	S	Species	8	93678	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Chronazon virus	S	Species	8	3129959	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Hyperionvirus sp.	S	Species	8	2487770	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Soldier fly associated orthomyxo-like virus	S	Species	8	3133262	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Moumouvirus sp. 'Monve'	S	Species	8	1128131	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Halovirus VNH-1	S	Species	8	1500510	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Marnaviridae sp.	S	Species	8	2715102	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Imitervirales sp.	S	Species	8	2809487	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Human betaherpesvirus 6	S	Species	8	10368	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Phasmaviridae sp.	S	Species	8	2809670	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Erwinia phage vB_EamM_ChrisDB	S	Species	8	1883371	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Penaeus monodon majanivirus A	S	Species	8	2984271	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Marseillevirus sp. 'xiwanvirus'	S	Species	8	3234153	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Anagyrus vladimiri dicistrovirus	S	Species	8	2992172	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Capsicum annuum	S	Species	8	4072	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Bactrocera tryoni iflavirus 1	S	Species	8	2795009	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Chlorella virus XW01	S	Species	8	2922419	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Yersinia phage phiR1-37	S	Species	8	331278	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Ripakryr virus	S	Species	8	3130867	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Pandoravirus inopinatum	S	Species	8	1605721	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Riputanb virus	S	Species	8	3130059	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Genomoviridae sp.	S	Species	8	2202565	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Suillus luteus associated bunya-like virus 2	S	Species	8	3067797	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Chlorovirus sp.	S	Species	8	2809302	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Pan troglodytes	S	Species	8	9598	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Porcine picobirnavirus group II	S	Species	8	1138486	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Haptolina ericina virus	S	Species	8	1499985	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Prasinovirus sp.	S	Species	8	2809695	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Shigella phage SfIV	S	Species	8	1407493	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Marseillevirus LCMAC201	S	Species	8	2506605	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Heterobasidion narna-like virus 4	S	Species	8	3016425	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Ripobend virus	S	Species	8	3130072	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Pandoravirus salinus	S	Species	8	1349410	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Pandoravirus aubagnensis	S	Species	8	2848915	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
California sea lion astrovirus 11	S	Species	8	1073952	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Lausannevirus	S	Species	8	999883	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Pandoravirus macleodensis	S	Species	8	2107707	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Leptosphaeria biglobosa botourmiavirus 2	S	Species	8	2985693	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Atrato Virga-like virus 7	S	Species	8	2689346	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Paramyxovirus sp.	S	Species	8	2697572	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Hepatitis E virus	S	Species	8	291484	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Capillovirus mali	S	Species	8	28347	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Sopaluv virus	S	Species	8	3131790	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Medicago sativa trirhavirus 1	S	Species	8	3128976	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Solanum lycopersicum	S	Species	8	4081	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Flavobacterium phage 11b	S	Species	8	294631	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Arteriviridae sp.	S	Species	8	2697055	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Escherichia phage ZCEC5	S	Species	8	2530021	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Turkey astrovirus	S	Species	8	70793	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Carp edema virus	S	Species	8	1653087	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Aparavirus sp.	S	Species	8	1955142	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
HMO Astrovirus B	S	Species	8	682383	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Chili pepper mild mottle virus	S	Species	8	2792284	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Paslahepevirus balayani	S	Species	8	1678143	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	8	0.0	0	0	0.0	1	0.0	0.0
Orthonairovirus haemorrhagiae	S	Species	8	3052518	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Wenzhou picorna-like virus 47	S	Species	8	1923634	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	1	1	0.0	1	1	0.0	1	0.0	0.0
Machinavirus machina	S	Species	8	2169990	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Emaravirus fici	S	Species	8	1980427	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Pithovirus LCPAC104	S	Species	8	2506589	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Nephotettix cincticeps negative-stranded RNA virus 1	S	Species	8	2872732	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Picobirnavirus jaguar/URU-01/2009	S	Species	8	1068737	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Chrysochromulina parva virus	S	Species	8	2565304	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Iflavirus aladeformis	S	Species	8	3047792	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	2	0.0	0	0	0.0	1	0.0	0.0
Bongovirus bongo	S	Species	8	1983750	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Equine molluscum contagiosum-like virus	S	Species	8	2676272	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Endornavirus-like virus	S	Species	8	1906952	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Danio rerio	S	Species	8	7955	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Hangzhou totivirus 2	S	Species	8	2905248	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Ripasteg virus	S	Species	8	3131276	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Rodent coronavirus	S	Species	8	2050018	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Ripaglud virus	S	Species	8	3130689	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Cotesia congregata	S	Species	8	51543	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Melipona quadrifasciata virus 2	S	Species	8	2571178	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Enterobacter phage phiEap-2	S	Species	8	1701257	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Sinorhizobium phage phiLM21	S	Species	8	1524882	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Coleopteran phasma-related virus OKIAV236	S	Species	8	2746310	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Vibrio phage qdvp001	S	Species	8	1003177	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Wenling toga-like virus	S	Species	8	1923542	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Ripador virus	S	Species	8	3130516	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Banana virus X	S	Species	8	307671	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Goose astrovirus	S	Species	8	1349999	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Iflavirus sacbroodi	S	Species	8	3048309	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	2	0.0	0	0	0.0	1	0.0	0.0
Ripaprit virus	S	Species	8	3131023	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Chipolycivirus sp.	S	Species	8	2809300	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Salivirus sp.	S	Species	8	2039694	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Florenciella sp. virus SA2	S	Species	8	3240092	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
simian adenovirus 65	S	Species	8	3414534	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
